Country Name,Country Code,average_value_Population ages 0-14 (% of total population),"average_value_School enrollment, secondary (% gross)","average_value_School enrollment, secondary, female (% gross)","average_value_School enrollment, tertiary (% gross)","average_value_School enrollment, tertiary, female (% gross)",average_value_GDP per capita (current US$),average_value_GDP growth (annual %),"average_value_GDP per capita, PPP (current international $)","average_value_GNI per capita, Atlas method (current US$)",average_value_Gross domestic savings (% of GDP),average_value_Rural population (% of total population),average_value_Rural population growth (annual %),"average_value_Agriculture, forestry, and fishing, value added (% of GDP)",average_value_Forest area (% of land area),average_value_Agricultural land (% of land area),average_value_People using at least basic drinking water services (% of population),average_value_People using at least basic sanitation services (% of population),average_value_People practicing open defecation (% of population),average_value_Total natural resources rents (% of GDP),average_value_Adjusted savings: consumption of fixed capital (% of GNI),average_value_Population growth (annual %),average_value_Population ages 15-64 (% of total population),average_value_Population ages 65 and above (% of total population),average_value_Age dependency ratio (% of working-age population),average_value_Mobile cellular subscriptions (per 100 people),average_value_Fixed broadband subscriptions (per 100 people),average_value_Individuals using the Internet (% of population),average_value_Fixed telephone subscriptions (per 100 people)
Montenegro,MNE,18.49842732,92.6951828,93.50499725,,,8850.094631,5.077865034,21547.28716,8450.0,8.055574677,32.512,-1.083980117,,61.48698885,,97.39129537,95.54342072,0.106118121,0.721398982,13.36485894,0.056110724,67.71862778,13.7829449,47.66993103,160.7592877,17.92693586,68.11978601,24.63458361
French Polynesia,PYF,25.47972453,,,,,,,,,,38.216,0.425480018,,40.83606557,12.43169399,100.0,97.5238985,0.541545635,,,0.448745828,68.16573155,6.354543919,46.70120632,81.02306206,12.10223115,49.0,20.61961682
Tanzania,TZA,44.09823815,29.43507957,30.12851906,,,743.4036639,6.336523427,2088.097719,720.0,23.59186235,67.667,1.945011116,27.44414257,53.76044254,44.76179725,58.52723439,30.10877427,11.00516102,3.460390269,11.04674154,2.97948066,53.30046267,2.601299178,87.61563343,77.24135223,1.529357877,19.0,0.220618745
Guinea-Bissau,GNB,42.33915221,,,,,749.453747,4.499999992,2021.301943,800.0,5.520719538,57.467,1.859195104,46.34835901,71.61344239,28.38655761,58.95852593,16.69198488,12.69243588,9.478576026,4.809151111,2.493505196,54.83713146,2.823716336,82.35810919,78.9888828,0.064237212,22.0,0.0
Syrian Arab Republic,SYR,36.02824933,77.87033081,77.84510803,30.90498924,30.59374046,,,,,,45.179,-0.712731223,,2.843108425,,93.17550667,90.43993583,0.672502439,,,-3.097273339,60.36728768,3.60446299,65.65263074,63.5064898,1.184772768,24.3001,20.81352792
Kazakhstan,KAZ,29.14417315,,,,,9070.488253,7.3,19225.07691,7440.0,43.80717312,43.027,1.239166637,4.288330156,1.175201022,80.38378338,95.43497032,97.8671202,0.0,,,1.29209842,62.95302472,7.902802126,58.84859739,134.0863443,13.93481828,85.94259898,16.55455347
Puerto Rico,PRI,19.07149839,87.88002777,91.45337677,93.27568054,110.1269379,31604.70151,-4.147474747,35122.87966,21080.0,29.14976468,6.175,0.454023856,0.835524637,55.40586246,21.86020293,99.27796948,100.0,0.0,0.0,21.49762621,-1.633128331,65.51453062,15.41397099,52.63785831,92.91050221,17.67203139,,23.84496849
Brunei Darussalam,BRN,25.46813721,101.4305496,101.5033112,17.40431976,22.48695946,35270.64214,2.598965746,80280.02445,33300.0,63.13536651,24.003,-0.062820865,0.684659216,72.10626186,2.732447818,99.50186192,96.34904195,2.6,29.6620696,8.707774341,1.291815066,71.04763163,3.484231168,40.75079101,112.5665502,5.889181281,56.0,20.27976469
Ghana,GHA,38.87042269,56.44244003,53.44424057,11.94182968,9.21102047,1549.462719,14.04712363,3379.484599,1380.0,0.387756379,42.651,0.636743318,18.23772918,35.09585128,,76.80702433,16.41151977,19.34609844,16.05074604,11.13475389,2.369482728,58.21632954,2.91324777,71.77311412,98.54586684,0.262081938,10.6,1.096230447
OECD members,OED,18.67718091,103.2148,103.5243,69.76740265,75.43435669,37975.91377,-4.688604788,44650.4295,,,19.40535304,-0.458384019,1.428080502,32.75005678,34.27381216,98.9343162,97.61998501,0.466295688,0.980283999,17.03838622,0.644054909,66.09852894,15.22429015,51.47393312,109.8641765,26.82385526,71.53632838,39.65167742
Timor-Leste,TLS,40.65806291,65.93543243,67.12640381,,,1353.746815,3.36489797,3130.571937,1750.0,-14.07449955,68.68,1.39767539,,61.94351042,,70.77234406,49.15500353,25.47689587,,2.147062703,1.7746246,55.03210803,4.309829064,81.71217261,56.36030362,0.060695712,11.0,0.260124478
South Asia (IDA & IBRD),TSA,29.25006738,70.07009,70.20706,23.03627014,22.63945961,1867.505482,6.628584341,5773.980787,1733.82187,27.64116237,67.66315207,0.698173519,17.24996704,18.53036981,56.66397084,89.03462474,58.87343164,21.99041499,1.506631613,9.636208636,1.244435041,65.2064645,5.543468122,53.64857311,83.64235764,1.632124078,15.40834193,1.793842256
Sub-Saharan Africa (IDA & IBRD countries),TSS,43.47314714,44.59447,41.24412,8.89661026,7.472720146,1483.769566,-2.448262357,3821.247333,1478.569623,19.54315716,61.93094245,1.896163896,15.05910237,27.29284254,42.31823425,57.52256068,29.0184151,23.52771217,12.24316852,12.26629062,2.758295756,53.60017081,2.926682045,87.38400062,65.54105862,0.318943602,11.59696001,1.121190702
Upper middle income,UMC,20.1111246,,,,,8566.499744,5.253414875,14378.17826,8327.563851,33.8589202,40.08227139,-1.539748002,6.902974934,37.51508683,35.38672611,95.72781924,91.78737989,0.450260883,,,0.516913573,68.8186361,11.07023931,45.5084393,118.4665275,26.60526732,72.88808682,13.2685827
Guatemala,GTM,33.85933214,51.14957809,50.11746979,,,3779.642336,4.443977583,7758.49317,3550.0,3.476608923,51.0,1.192927337,10.72274975,34.22807018,35.54647256,93.62464631,67.68918412,2.555708434,1.222665196,12.4673437,1.560386048,61.21168353,4.928984331,63.36750232,118.7279996,,44.40104984,11.22776295
Italy,ITA,13.32911609,101.3531036,100.6277924,64.29161835,74.12349701,31676.2021,-8.871146348,41839.99102,32200.0,21.1617752,28.961,-1.334312664,1.99068791,32.13021865,,99.91703407,99.88528149,0.0,0.103771522,17.37289998,-0.19006364,63.91920431,22.7516796,56.44750534,137.466947,28.3006229,74.38718292,33.64260989
Burkina Faso,BFA,46.18208667,23.83592987,20.8483696,4.146520138,2.738840103,647.8360955,8.446281577,1502.104047,650.0,13.94889317,70.02,1.960195774,20.17366478,22.90350877,,52.54423176,17.89136872,54.08585438,13.63583127,8.046255571,3.009045176,51.35670738,2.461205952,94.71653351,47.76857082,0.087446064,3.0,0.880050775
Czech Republic,CZE,14.69638833,103.9989471,104.3754807,65.08576965,76.76360321,17829.69832,5.388380838,33899.28657,18370.0,33.92514082,26.616,-0.247282198,2.413452542,34.52716913,45.53224553,99.87411204,99.13639809,0.0,0.392345354,22.92231173,0.033169946,68.34524579,16.95836588,46.3159572,129.5920015,26.97925752,74.1104,18.90137215
Lesotho,LSO,33.80012675,60.21678162,69.36351776,10.96457958,12.87611008,1018.931093,3.588364597,2990.283703,1270.0,-16.81090193,73.092,0.204798092,3.781795521,1.137022398,73.22134387,70.23970395,38.64773109,29.0477398,5.458704871,10.53274834,0.732817029,61.40664417,4.793229081,62.84880695,104.6658462,0.073503324,22.0,2.432852365
Bermuda,BMU,,,,,,98431.86518,-5.305299107,67453.82052,100100.0,37.1333363,0.0,,0.23503913,18.51851852,5.555555556,99.90314002,99.90314002,0.0,0.0,5.094573158,-1.05247098,,,,100.8348853,35.97897794,98.0,32.11861999
Chad,TCD,48.52518039,22.3210907,13.96889973,,,776.0197523,2.767675685,1820.059909,880.0,21.53476328,77.946,3.275056698,51.19620013,4.290025413,39.17963787,43.37833546,10.57634299,67.31806417,26.58872721,10.76732284,3.370767564,48.97118833,2.503631279,104.2017026,34.43385283,0.152165666,2.1,0.218518156
Bahrain,BHR,20.51211077,96.67333984,97.26215363,39.54288864,57.90605164,,-5.814683428,43181.21063,,,10.606,3.465027706,0.282447212,0.871794872,,100.0,100.0,0.0,9.311952763,5.286818851,1.153907053,77.23447714,2.253412095,29.47582646,168.0717065,22.81746092,90.0000397,22.16675234
Low & middle income,LMY,27.37873419,72.41398,72.05927,33.77481079,35.76073074,4370.990223,5.124746063,8552.777511,4147.620711,32.97802744,52.57981721,0.257933669,9.093637004,32.11733415,37.62352528,87.80861992,72.72100153,8.576863311,3.250218551,14.46602586,1.201496567,65.24616978,7.375096026,54.6379406,105.6731075,11.82259151,50.43333296,7.612502739
Mongolia,MNG,30.79828114,,,,,4134.979372,7.246629636,12201.64701,3630.0,34.03204642,31.837,1.796732424,13.34122109,9.127065578,73.17515899,84.53621267,66.57753112,8.697677808,16.43087561,10.11203068,1.718532829,65.01238541,4.189333452,53.81687053,137.0136492,9.838777341,51.07999408,10.89435059
Indonesia,IDN,27.23268334,84.95211792,86.27207947,35.43735886,37.69702911,3837.578024,5.069785901,10935.63172,3530.0,33.60385587,44.675,-0.345256883,12.80849756,49.71681778,33.18208764,89.32043532,76.13784121,10.83636264,2.626529135,16.86195256,1.220591058,67.2429804,5.524336262,48.71440741,147.4150225,1.998572155,25.4473537,4.111125853
Afghanistan,AFG,43.682526,53.64319992,38.60253906,,,493.7565814,1.189228128,2082.635648,520.0,,76.263,2.472936901,26.21006854,1.850994088,58.06911129,66.80870335,45.78912703,12.8668456,0.696790427,4.455848494,2.54783304,53.76322252,2.55425147,86.00075464,65.92913406,0.025297475,,0.327222367
Malaysia,MYS,26.69723938,81.47545624,83.45069122,37.6123085,43.28742981,9955.242722,5.091532422,24801.88843,10680.0,32.95157254,23.964,-1.076172683,7.51202828,58.48224015,26.08735352,97.02948545,99.20196433,0.311867654,9.675678238,18.60971697,1.445739447,67.99096772,5.311792902,47.0783596,142.1646873,10.04844161,65.8,15.78667319
American Samoa,ASM,,,,,,11496.5241,-4.334828102,,,-17.03125,12.847,-0.253521263,,85.65,,99.77377166,54.45476038,0.700868298,0.0,,-0.280883888,,,,,,,
IDA & IBRD total,IBT,28.3202395,70.68799,70.00598,28.06732941,29.0576992,4848.12374,4.415896181,9445.089936,4795.947156,30.92796229,50.64964823,0.199161078,8.559100584,31.99019855,37.5586189,85.11968423,65.13300691,13.85162664,6.414908155,13.94502109,1.293863954,65.35526397,6.324496533,54.79130897,88.70178349,6.009485505,28.76512947,10.49257778
Namibia,NAM,36.90520212,,,20.59754944,25.97563934,5806.748245,5.091338114,8958.932312,5130.0,12.38093984,52.039,-0.171720689,6.720117633,8.408871722,47.14013288,82.52413515,33.86496778,49.03583727,1.885761273,11.06907985,1.807897723,59.35347643,3.741321454,68.48215468,110.1478506,3.041508417,25.68785182,7.883998645
Nauru,NRU,,,,,,11614.66508,6.097560976,13963.76739,14320.0,,0.0,,4.196069032,0.0,20.0,100.0,,,,,0.648210437,,,,,,,
Romania,ROU,15.76420164,97.51628113,97.01351929,49.71393967,55.85263824,12896.08862,-3.859373593,31945.74966,12570.0,20.04208616,46.002,-0.722179308,4.331834131,30.11582928,58.30146036,100.0,80.66381386,0.0,2.337225311,18.63939048,-0.445177936,68.19196213,16.04383623,46.6448452,112.9157583,17.50757843,45.87999425,22.98854098
India,IND,27.47869957,73.47688293,74.05850983,27.44212914,28.03871918,1443.882435,5.456388753,4861.156152,1480.0,32.85518998,68.366,0.709199107,16.84537707,23.55342242,60.42062566,89.09243315,62.49361923,23.46163252,1.962666427,10.55274349,1.06335943,66.53818711,5.983113317,50.28963719,87.31773719,1.333856253,18.2,1.735645771
Lower middle income,LMC,32.1483921,60.52851,58.81854,19.86434937,18.44833946,2145.495731,5.578824776,6082.520848,2160.536902,27.41714132,60.42038652,0.737629302,15.07997196,26.9905819,41.42550101,83.65840374,52.76305995,25.13944081,11.28326986,11.58144774,1.555626025,62.94230582,4.90930208,59.8059201,76.16804039,1.261536215,12.70276771,5.637007145
Georgia,GEO,18.25589687,,,32.24253082,36.97003937,4014.185944,3.02220738,12089.16941,4410.0,9.250331516,42.933,-0.838876895,8.52621771,40.61591596,34.76759246,95.36102572,87.23066673,0.247498028,1.085822012,13.24882867,-0.736565519,67.56095929,14.18314385,48.01447884,115.6116991,11.39369888,36.94,31.39312803
Greenland,GRL,,,,,,47186.98147,-0.496519392,,,9.457330993,13.426,-1.852269705,19.23157291,0.000535997,0.592301133,99.99999832,99.59724187,0.0,0.0,,1.028023326,,,,101.2553409,21.87577245,63.0,38.52890286
Niger,NER,49.98432461,,,4.414350033,2.565180063,552.569139,5.315130636,1127.348953,570.0,17.3753951,83.788,3.903518284,33.68099382,0.930812347,35.35328018,46.41606758,13.86985027,69.58580949,6.673743518,4.792710784,3.816736721,47.42066751,2.595007883,110.8785121,,,,
New Zealand,NZL,19.65343146,114.6388321,118.1604309,82.98303223,99.13540649,33676.77412,1.527994135,31239.19131,29680.0,22.47100943,13.534,1.602242554,5.903578884,37.41160609,40.42383502,99.99999614,99.99999614,0.0,1.700829243,14.47826305,1.791240168,64.69414402,15.65242453,54.57350663,134.9319679,34.72389862,,37.10629118
Argentina,ARG,24.59552588,,,,,11633.49801,-2.565351882,23305.84742,12370.0,17.77413958,8.497,-0.393992379,5.156685902,10.63218706,54.33571212,,,,2.071184086,12.68750209,0.993397493,64.16136585,11.24310827,55.85703345,125.842106,19.63610555,,17.32274615
IDA blend,IDB,39.44465347,48.3491,45.12755,9.810370445,8.549420357,1773.844239,1.464140831,4676.260189,1843.600047,12.11164217,61.46084714,1.664303801,22.85707729,30.56395666,44.53013135,76.95492392,49.55326789,15.39913006,4.489534242,10.33495409,2.340843901,57.16222735,3.393119174,75.76373092,74.02330149,0.7961847,18.92995145,1.643696029
Cambodia,KHM,32.92083588,,,14.89006996,11.42138004,1512.727753,-3.141034806,4422.045743,1490.0,23.38868829,77.812,1.105006986,26.58036001,50.11794697,31.53183775,65.54445489,40.8613316,49.36273265,3.050561909,8.85764208,1.588852798,63.2824793,3.796684822,58.02161707,94.60559671,0.151291933,3.1,3.644760214
Somalia,SOM,48.17452146,,,,,309.4154546,-1.495162709,875.1695992,310.0,-72.60624774,55.609,1.776238698,,9.899336883,70.33665955,40.27195943,28.63190514,40.2012684,,,2.745739419,49.13486788,2.690610661,103.5214584,18.08815585,0.314576624,1.3767,0.550509091
Middle East & North Africa,MEA,30.45631438,75.01231,72.74308,31.40032005,32.0271492,8326.334924,3.737305979,17910.37154,7361.988979,43.01405094,36.99801654,1.13533316,4.37038336,2.035457993,33.18228558,91.37815376,87.10454856,3.125908769,25.88503467,9.856863621,2.126041021,64.94593098,4.597754639,55.44386922,91.77876516,2.613456646,25.03272652,16.52297213
Sub-Saharan Africa,SSF,43.6969553,40.78369,36.92546,8.237159729,6.730070114,1599.015966,2.307749873,3945.623009,1560.139441,19.77917878,62.96280676,1.932500058,15.86797742,27.62104013,42.0644268,55.44760076,27.86764238,25.14195317,16.5180381,12.11091011,2.764102853,53.38768824,2.91535646,88.13410167,52.82190037,0.265298719,8.226009069,1.385746974
Monaco,MCO,,,,,,169016.1961,7.0,,,,0.0,,,0.0,,100.0,100.0,0.0,,,0.708343221,,,,90.4260741,53.20065236,,111.375567
"Congo, Dem. Rep.",COD,46.26351617,43.32061005,32.03720093,8.139550209,5.023590088,471.3188225,2.399379098,963.6692722,470.0,9.387610039,58.918,2.428580213,20.44106071,59.53386471,13.57535123,40.21581378,19.16364168,11.44223736,28.57233016,5.778759613,3.337675974,50.73456277,3.001921065,97.10429045,23.43620874,,1.2,0.085341726
Ecuador,ECU,30.21971357,99.54315186,102.1135712,39.81666946,45.33184814,4633.591284,3.525298669,9090.31005,4390.0,23.52398629,37.31,1.068132961,9.733118078,52.45687711,30.18883878,90.94651335,82.86619903,5.479792218,14.32325172,12.50074646,1.49891549,63.57835586,6.201930568,57.28622719,106.350217,5.452361982,35.13514645,14.91958725
Sweden,SWE,16.62988855,98.14225006,97.47563171,68.81764984,84.13793182,53791.50873,2.567924525,51947.95425,53030.0,28.25940403,12.569,-1.080524095,1.392786621,68.69460607,7.387493555,99.71087029,99.20237552,0.0,0.463887249,16.59503434,0.739763272,64.56035181,18.80975964,54.89381996,124.1609811,32.2040715,93.17998801,43.68820218
Bhutan,BTN,25.34019489,,,,,2563.261224,7.982617041,7295.853328,2240.0,39.30048729,61.322,-0.010753218,14.43686801,71.23278327,13.78912296,97.28612149,75.23785494,0.137019016,2.195491258,8.416563705,1.146379252,68.56683074,6.092974373,45.84321588,95.5637066,1.149795831,,2.828099364
Luxembourg,LUX,16.63703121,102.7083893,103.8667603,,,116597.2956,3.110836266,116644.8481,70840.0,53.57693049,10.426,-0.757919097,0.27688434,36.50205761,53.8600823,99.94460424,97.61614165,0.0,0.0532137,17.31946634,2.356978705,69.40196496,13.96100383,44.08825784,144.7027678,33.68703518,94.67,48.889482
Brazil,BRA,20.70919916,,,,,12370.02445,1.921150318,15046.29018,12310.0,20.05802989,13.691,-1.124267242,4.600591696,59.83288148,28.34106631,99.32085299,90.07847103,0.30412818,,,0.712872791,69.69852622,9.592274616,43.47505641,96.83635,17.09859319,,14.42129144
Other small states,OSS,30.09125175,68.68118,69.64921,20.23620987,24.70079041,12814.12165,3.122866608,21723.45213,14100.43659,39.08182026,36.93753455,0.584255245,1.896984406,28.71385896,,85.57226096,66.78896461,9.987382113,10.34885334,14.5667598,2.0514267,64.48695395,5.421794304,57.81525441,120.3734568,7.281967392,54.61990839,10.45975821
Libya,LBY,28.72472991,,,,,3699.228621,-31.3,10846.94382,4850.0,,21.723,-0.230588589,,0.123327688,8.724439342,98.15158471,92.10428565,0.749692188,21.48315193,7.41103803,1.143967287,66.99872862,4.276541466,49.25655194,117.9894772,2.60190673,20.27215956,21.17026655
Aruba,ABW,17.98018336,,,,,30253.27936,,,,20.74823762,56.808,0.354821995,,2.333333333,11.11111111,,,,0.002860261,11.0242062,0.471874003,68.94633943,13.07347721,45.03943945,,,97.17,
Poland,POL,15.03209089,96.21340942,95.71790314,73.9614563,90.97769165,12578.49547,4.236326306,26862.05252,13310.0,23.35135183,39.22,0.339748604,3.085064312,30.52346276,48.26111093,98.65689045,96.6502305,0.0,1.428048151,11.50166591,-0.000239076,70.78078546,14.18712365,41.28127908,141.4867678,18.01780959,62.30999727,15.56724083
Germany,DEU,13.95559545,,,,,42107.51727,2.229999868,50579.68393,44250.0,27.34430926,22.624,-0.056965671,0.721821951,32.68361097,,100.0000023,99.22561915,0.0,,,0.177430344,64.35695518,21.68744937,55.38336207,128.3062093,43.01628467,89.81294133,45.7128169
"Yemen, Rep.",YEM,41.06956904,,,,,1138.603723,-9.375123818,,1150.0,,64.606,1.547790025,7.091384546,1.039831809,44.29380457,54.75738079,51.23211023,16.54173314,11.04625855,4.693626555,2.654140643,56.15766811,2.772762855,78.07006807,66.2187927,1.316630966,22.55,4.525338079
Tunisia,TUN,23.33315531,90.18618774,94.49137878,35.41902924,43.22497177,3481.241106,1.918055729,10605.29488,3520.0,6.926498183,30.746,0.1136738,10.26866631,4.51338826,,92.22490194,86.81155168,4.014651338,5.998778304,15.49131329,1.035445491,69.18065067,7.486194017,44.54908249,104.5035356,4.534019154,36.8,12.12557982
Ireland,IRL,21.8727008,116.9898682,118.6520386,77.23214722,80.58055115,79297.7292,8.516395723,84910.55245,60450.0,57.84128811,38.258,-0.085282549,1.210455392,10.55651038,66.11990129,97.37212799,91.0616666,0.0,0.017802752,27.86221421,0.944845307,65.33622788,12.79107132,53.05446048,105.3646002,28.14590241,83.49479167,41.52799884
Slovenia,SVN,15.02177505,114.489212,115.9077377,77.11312103,91.63233948,24214.92207,2.768158831,30870.02367,23610.0,26.12776135,45.178,0.076341466,2.005825235,61.57307165,,99.5,98.08099205,0.0,0.264229723,19.02511569,0.362584395,65.3713453,19.60687965,52.97226886,118.6742271,29.48956054,79.7499766,34.78453796
Guam,GUM,26.27441446,,,,,36214.00692,0.181983621,,,,5.636,-1.263961434,,45.55555556,33.33333333,99.6952,90.35076551,0.7332,0.0,,0.265289399,65.5345465,8.191039044,52.59162727,,1.87024257,65.4,41.76875074
Cyprus,CYP,16.78784796,100.2535172,98.96697235,81.33708191,84.49549866,24605.92083,6.438058481,35719.06637,24710.0,19.13484041,32.739,1.347564254,2.006895095,18.7,12.65151515,99.76518389,99.39585892,0.0,0.004732069,11.56970675,0.808549298,69.49309027,13.71906177,43.89918386,137.0450965,35.78741866,84.43358252,35.57015641
Sri Lanka,LKA,25.15213855,99.44696808,101.7698593,17.12875938,21.02697945,3610.289363,3.39573265,10852.06404,3490.0,24.6324201,81.802,0.777858331,7.666516518,33.78631797,43.69319088,88.04181203,87.84836699,1.717758469,0.140422702,6.601670989,0.12984681,66.67761511,8.17024634,49.97536879,94.15682378,1.724087549,,16.79958213
Ukraine,UKR,15.81241317,,,,,3726.927149,-4.020317714,13056.70207,3540.0,6.459046537,31.032,-0.778505883,10.15460815,16.6327746,71.65840943,93.85588486,97.74059161,0.0,2.552134505,11.80972874,-0.466425621,67.75290039,16.43468644,47.59515828,127.753861,12.80325605,62.55315539,14.38824117
United Arab Emirates,ARE,13.15629917,,,,,43839.32449,1.189855638,68576.11552,41470.0,49.87897504,15.913,5.542313673,0.763452742,4.467755562,5.523796114,99.97133657,97.9156792,0.0,22.65124301,4.468933206,7.687222167,86.15810923,0.685591606,16.06567934,127.7898753,9.202562623,68.0,17.30394241
El Salvador,SLV,26.85844526,,,,,2983.228806,2.105085752,6127.076761,2880.0,-2.97231341,28.725,-2.156857248,5.392966949,28.83108108,71.16891892,97.78160367,82.6592314,0.587901771,0.55728081,14.11094723,0.509699114,64.67197217,8.469582569,54.62649132,161.1017373,8.136417257,50.49119319,13.84710097
Europe & Central Asia (excluding high income),ECA,19.60642055,89.08722,87.68118,57.54550171,62.19662857,7656.593919,-1.515204253,22627.63796,7899.605024,26.28932346,34.00569932,0.106311269,5.383788656,39.33324969,28.04767209,94.96380911,90.78920109,0.103033803,10.50709628,12.80195121,0.515213558,69.29486688,11.09871257,44.5416047,122.9768957,8.850157028,35.59815482,25.4106211
